trade_id,ticker,entry_date,entry_price,tp_price,sl_price,exit_date,exit_price,exit_reason,pnl_pct,holding_days,holding_bars,rsi_at_entry
7048,TMO,2016-10-21,146.7136,168.7207,136.4437,2016-11-28,136.4437,STOP LOSS,-7.0,38,25,39.49
2631,V,2016-10-21,77.0402,88.5962,71.6474,2016-12-01,71.6474,STOP LOSS,-7.0,41,28,50.56
10308,ADP,2016-10-24,71.4078,82.119,66.4093,2016-12-16,82.119,TAKE PROFIT,15.0,53,38,50.62
4608,PEP,2016-10-24,80.4023,92.4627,74.7742,2016-12-01,74.7742,STOP LOSS,-7.0,38,27,54.8
7049,TMO,2016-10-24,149.0994,171.4643,138.6625,2016-11-22,138.6625,STOP LOSS,-7.0,29,21,48.06
8435,UPS,2016-10-24,75.8945,87.2787,70.5819,2016-12-20,82.8184,TIME STOP,9.1231,57,40,50.12
10309,ADP,2016-10-25,71.2694,81.9598,66.2805,2016-12-16,81.9598,TAKE PROFIT,15.0,52,37,49.44
3922,MRK,2016-10-25,44.1309,50.7506,41.0418,2016-12-21,42.6606,TIME STOP,-3.3316,57,40,49.38
4609,PEP,2016-10-25,80.3424,92.3937,74.7184,2016-12-01,74.7184,STOP LOSS,-7.0,37,26,54.23
2948,PG,2016-10-25,67.7493,77.9117,63.0069,2016-12-21,65.6538,TIME STOP,-3.0931,57,40,50.58
11116,PLD,2016-10-25,40.2559,46.2942,37.4379,2016-11-09,37.4379,STOP LOSS,-7.0,15,11,54.92
11527,SO,2016-10-25,34.3479,39.5001,31.9435,2016-11-10,31.9435,STOP LOSS,-7.0,16,12,50.33
6205,CSCO,2016-10-26,23.0997,26.5646,21.4827,2016-12-22,23.0316,TIME STOP,-0.2946,57,40,47.1
3700,CVX,2016-10-26,67.5616,77.6958,62.8322,2016-12-08,77.6958,TAKE PROFIT,15.0,43,30,49.1
4610,PEP,2016-10-26,80.2225,92.2559,74.6069,2016-12-01,74.6069,STOP LOSS,-7.0,36,25,53.03
2949,PG,2016-10-26,68.0843,78.2969,63.3184,2016-12-01,63.3184,STOP LOSS,-7.0,36,25,52.64
11528,SO,2016-10-26,34.3479,39.5001,31.9435,2016-11-10,31.9435,STOP LOSS,-7.0,15,11,50.33
8436,UPS,2016-10-26,76.0065,87.4074,70.686,2016-12-22,81.9587,TIME STOP,7.8312,57,40,51.55
2154,XOM,2016-10-26,57.2921,65.8859,53.2817,2016-12-22,60.3081,TIME STOP,5.2643,57,40,53.27
6410,ACN,2016-10-27,100.5743,115.6605,93.5341,2016-12-23,102.3339,TIME STOP,1.7495,57,40,50.23
3923,MRK,2016-10-27,43.6608,50.2099,40.6045,2016-12-23,42.754,TIME STOP,-2.0769,57,40,46.0
2950,PG,2016-10-27,67.4455,77.5623,62.7243,2016-12-23,66.1835,TIME STOP,-1.8711,57,40,48.48
8437,UPS,2016-10-27,75.6356,86.9809,70.3411,2016-12-23,81.7261,TIME STOP,8.0524,57,40,47.66
6411,ACN,2016-10-28,100.7572,115.8708,93.7042,2016-12-27,102.3949,TIME STOP,1.6253,60,40,51.26
9526,CAT,2016-10-28,68.2074,78.4385,63.4329,2016-12-01,78.4385,TAKE PROFIT,15.0,34,23,43.39
6206,CSCO,2016-10-28,23.1299,26.5994,21.5108,2016-12-27,23.198,TIME STOP,0.2942,60,40,48.5
4611,PEP,2016-10-28,80.2225,92.2559,74.6069,2016-12-01,74.6069,STOP LOSS,-7.0,34,23,52.89
2951,PG,2016-10-28,67.648,77.7952,62.9127,2016-12-27,65.903,TIME STOP,-2.5795,60,40,49.84
2632,V,2016-10-28,76.9186,88.4564,71.5343,2016-12-01,71.5343,STOP LOSS,-7.0,34,23,49.77
6412,ACN,2016-10-31,101.2538,116.4418,94.166,2016-12-28,101.5761,TIME STOP,0.3183,58,40,54.03
9527,CAT,2016-10-31,67.8658,78.0457,63.1152,2016-11-23,78.0457,TAKE PROFIT,15.0,23,17,41.52
6207,CSCO,2016-10-31,23.198,26.6776,21.5741,2016-12-28,23.0014,TIME STOP,-0.8474,58,40,50.33
4612,PEP,2016-10-31,80.3199,92.3679,74.6975,2016-12-01,74.6975,STOP LOSS,-7.0,31,22,53.8
2952,PG,2016-10-31,67.6169,77.7594,62.8837,2016-12-28,65.4902,TIME STOP,-3.1452,58,40,49.62
11117,PLD,2016-10-31,39.8888,45.8721,37.0966,2016-11-09,37.0966,STOP LOSS,-7.0,9,7,51.8
2633,V,2016-10-31,77.1899,88.7683,71.7866,2016-12-01,71.7866,STOP LOSS,-7.0,31,22,51.89
6413,ACN,2016-11-01,101.1666,116.3416,94.085,2016-12-29,101.9245,TIME STOP,0.7491,58,40,53.46
2953,PG,2016-11-01,67.6558,77.8042,62.9199,2016-12-29,65.7083,TIME STOP,-2.8785,58,40,49.91
5382,AVGO,2016-11-02,13.3169,15.3144,12.3847,2016-12-30,13.7198,TIME STOP,3.0254,58,40,52.45
2954,PG,2016-11-02,67.5701,77.7056,62.8402,2016-12-30,65.498,TIME STOP,-3.0667,58,40,49.23
6414,ACN,2016-11-03,101.8722,117.153,94.7412,2017-01-03,101.4454,TIME STOP,-0.419,61,40,54.95
5383,AVGO,2016-11-03,13.3501,15.3526,12.4156,2016-12-02,12.4156,STOP LOSS,-7.0,29,20,53.31
5384,AVGO,2016-11-04,13.2868,15.2798,12.3567,2017-01-04,13.7431,TIME STOP,3.434,61,40,51.4
1,AAPL,2016-11-07,25.4241,29.2377,23.6444,2017-01-05,26.8518,TIME STOP,5.6154,59,40,39.49
9528,CAT,2016-11-07,68.1016,78.3169,63.3345,2016-11-23,78.3169,TAKE PROFIT,15.0,16,12,48.14
922,GOOGL,2016-11-07,39.7728,45.7387,36.9887,2016-11-14,36.9887,STOP LOSS,-7.0,7,5,47.61
1889,JNJ,2016-11-07,89.8375,103.3131,83.5489,2017-01-05,90.6134,TIME STOP,0.8636,59,40,51.96
4847,KO,2016-11-07,31.5305,36.26,29.3233,2017-01-05,31.2653,TIME STOP,-0.8409,59,40,54.88
7959,NEE,2016-11-07,24.4939,28.1679,22.7793,2016-11-10,22.7793,STOP LOSS,-7.0,3,3,51.15
4613,PEP,2016-11-07,80.1401,92.1611,74.5303,2016-12-01,74.5303,STOP LOSS,-7.0,24,17,52.21
2955,PG,2016-11-07,67.4299,77.5444,62.7098,2017-01-05,66.2614,TIME STOP,-1.7329,59,40,49.2
7050,TMO,2016-11-07,147.8335,170.0085,137.4852,2016-11-28,137.4852,STOP LOSS,-7.0,21,14,53.47
7707,TXN,2016-11-07,53.4329,61.4479,49.6926,2017-01-05,56.4603,TIME STOP,5.6658,59,40,49.35
2634,V,2016-11-07,77.1899,88.7683,71.7866,2016-12-01,71.7866,STOP LOSS,-7.0,24,17,53.59
2155,XOM,2016-11-07,56.2132,64.6452,52.2783,2017-01-05,58.7684,TIME STOP,4.5455,59,40,49.07
2,AAPL,2016-11-08,25.5738,29.4099,23.7836,2017-01-06,27.1511,TIME STOP,6.1678,59,40,42.63
9929,BLK,2016-11-08,279.4127,321.3246,259.8538,2017-01-06,305.6087,TIME STOP,9.3754,59,40,54.49
9529,CAT,2016-11-08,68.8579,79.1866,64.0378,2016-12-01,79.1866,TAKE PROFIT,15.0,23,16,52.43
10843,CB,2016-11-08,106.2177,122.1504,98.7825,2017-01-06,111.84,TIME STOP,5.2931,59,40,51.92
923,GOOGL,2016-11-08,40.2662,46.3061,37.4476,2016-11-14,37.4476,STOP LOSS,-7.0,6,4,52.72
10111,ISRG,2016-11-08,76.1256,87.5444,70.7968,2016-11-10,70.7968,STOP LOSS,-7.0,2,2,49.6
1890,JNJ,2016-11-08,90.1378,103.6585,83.8282,2017-01-06,90.1792,TIME STOP,0.0458,59,40,53.9
7960,NEE,2016-11-08,24.5941,28.2832,22.8725,2016-11-09,22.8725,STOP LOSS,-7.0,1,1,52.76
2956,PG,2016-11-08,68.131,78.3506,63.3618,2016-12-01,63.3618,STOP LOSS,-7.0,23,16,53.9
7708,TXN,2016-11-08,54.0678,62.178,50.2831,2017-01-06,57.4127,TIME STOP,6.1865,59,40,54.12
2156,XOM,2016-11-08,56.6181,65.1108,52.6548,2017-01-06,58.7352,TIME STOP,3.7393,59,40,52.6
3,AAPL,2016-11-09,25.5323,29.3622,23.7451,2017-01-09,27.3998,TIME STOP,7.3142,61,40,41.98
10844,CB,2016-11-09,106.6159,122.6082,99.1528,2017-01-09,111.1416,TIME STOP,4.2449,61,40,53.57
924,GOOGL,2016-11-09,39.9493,45.9417,37.1529,2016-11-14,37.1529,STOP LOSS,-7.0,5,3,49.39
3512,HD,2016-11-09,100.2203,115.2534,93.2049,2017-01-09,107.3803,TIME STOP,7.1442,61,40,54.56
7051,TMO,2016-11-09,148.0672,170.2773,137.7025,2016-11-28,137.7025,STOP LOSS,-7.0,19,12,53.75
7709,TXN,2016-11-09,54.0369,62.1424,50.2543,2017-01-09,57.5598,TIME STOP,6.5195,61,40,53.85
1624,UNH,2016-11-09,121.5616,139.7958,113.0522,2016-12-16,139.7958,TAKE PROFIT,15.0,37,26,54.97
7710,TXN,2016-11-10,53.5336,61.5636,49.7862,2017-01-10,57.7611,TIME STOP,7.897,61,40,49.59
4,AAPL,2016-11-11,24.9682,28.7134,23.2204,2017-01-11,27.5748,TIME STOP,10.4399,61,40,35.9
7711,TXN,2016-11-11,54.0833,62.1958,50.2975,2017-01-11,58.2257,TIME STOP,7.6593,61,40,53.88
4381,LLY,2016-11-14,66.5021,76.4774,61.8469,2016-11-23,61.8469,STOP LOSS,-7.0,9,7,52.61
7712,TXN,2016-11-14,54.2149,62.3472,50.4199,2017-01-12,57.9547,TIME STOP,6.898,59,40,54.88
4382,LLY,2016-11-15,66.7611,76.7753,62.0878,2016-11-23,62.0878,STOP LOSS,-7.0,8,6,53.87
220,MSFT,2016-11-15,52.841,60.7672,49.1422,2017-01-13,56.2788,TIME STOP,6.5058,59,40,51.87
5,AAPL,2016-11-16,25.3274,29.1265,23.5545,2017-01-17,27.6324,TIME STOP,9.1009,62,40,46.4
5385,AVGO,2016-11-16,12.9519,14.8946,12.0452,2017-01-17,13.9014,TIME STOP,7.3312,62,40,44.9
3215,MA,2016-11-16,98.5762,113.3626,91.6759,2017-01-17,102.9596,TIME STOP,4.4467,62,40,52.29
2635,V,2016-11-16,75.0742,86.3354,69.819,2017-01-17,76.1805,TIME STOP,1.4735,62,40,44.32
6,AAPL,2016-11-17,25.3182,29.1159,23.5459,2017-01-18,27.6301,TIME STOP,9.1314,62,40,46.29
6605,ABT,2016-11-17,34.1248,39.2435,31.736,2016-12-01,31.736,STOP LOSS,-7.0,14,9,51.85
6415,ACN,2016-11-17,103.1092,118.5755,95.8915,2017-01-18,101.0012,TIME STOP,-2.0444,62,40,54.15
5386,AVGO,2016-11-17,12.8909,14.8245,11.9885,2017-01-18,14.3601,TIME STOP,11.3971,62,40,43.64
6880,CRM,2016-11-17,74.2874,85.4305,69.0873,2016-12-01,69.0873,STOP LOSS,-7.0,14,9,53.4
925,GOOGL,2016-11-17,38.9858,44.8337,36.2568,2017-01-18,41.1112,TIME STOP,5.4518,62,40,46.29
3216,MA,2016-11-17,99.0027,113.8531,92.0725,2017-01-18,103.2066,TIME STOP,4.2462,62,40,53.77
10601,MDLZ,2016-11-17,34.6557,39.854,32.2298,2017-01-18,36.4539,TIME STOP,5.189,62,40,49.73
2636,V,2016-11-17,76.0023,87.4027,70.6822,2016-12-01,70.6822,STOP LOSS,-7.0,14,9,49.02
7,AAPL,2016-11-18,25.3435,29.145,23.5695,2017-01-19,27.5817,TIME STOP,8.8315,62,40,46.68
6416,ACN,2016-11-18,103.1614,118.6356,95.9401,2017-01-19,100.6092,TIME STOP,-2.474,62,40,54.32
5387,AVGO,2016-11-18,12.9773,14.9239,12.0689,2017-01-19,14.402,TIME STOP,10.9782,62,40,45.95
10845,CB,2016-11-18,106.9971,123.0467,99.5073,2017-01-19,111.7889,TIME STOP,4.4784,62,40,54.32
3217,MA,2016-11-18,99.3156,114.2129,92.3635,2017-01-19,103.0831,TIME STOP,3.7935,62,40,54.88
10602,MDLZ,2016-11-18,34.5992,39.7891,32.1773,2017-01-19,36.0977,TIME STOP,4.3311,62,40,49.37
2637,V,2016-11-18,75.7679,87.1331,70.4642,2017-01-19,76.6211,TIME STOP,1.126,62,40,47.92
8,AAPL,2016-11-21,25.7281,29.5873,23.9271,2017-01-20,27.6324,TIME STOP,7.4018,60,40,52.31
489,AMZN,2016-11-21,39.0,44.85,36.27,2017-01-20,40.4165,TIME STOP,3.6321,60,40,51.15
5388,AVGO,2016-11-21,13.3184,15.3162,12.3861,2017-01-20,14.8304,TIME STOP,11.3527,60,40,53.97
6881,CRM,2016-11-21,75.2359,86.5213,69.9694,2016-12-01,69.9694,STOP LOSS,-7.0,10,7,54.9
926,GOOGL,2016-11-21,38.9183,44.7561,36.1941,2017-01-20,41.0691,TIME STOP,5.5263,60,40,46.56
10112,ISRG,2016-11-21,73.5656,84.6004,68.416,2016-12-07,68.416,STOP LOSS,-7.0,16,11,48.22
10603,MDLZ,2016-11-21,34.6476,39.8447,32.2223,2017-01-20,36.5916,TIME STOP,5.6107,60,40,49.71
1124,META,2016-11-21,120.8219,138.9451,112.3643,2017-01-20,126.0508,TIME STOP,4.3278,60,40,47.08
2638,V,2016-11-21,76.5835,88.0711,71.2227,2016-12-01,71.2227,STOP LOSS,-7.0,10,7,51.97
9,AAPL,2016-11-22,25.7442,29.6058,23.9421,2017-01-23,27.6508,TIME STOP,7.4061,62,40,52.54
490,AMZN,2016-11-22,39.2665,45.1565,36.5178,2017-01-23,40.894,TIME STOP,4.1448,62,40,52.74
927,GOOGL,2016-11-22,38.9283,44.7675,36.2033,2017-01-23,41.8754,TIME STOP,7.5707,62,40,46.65
10604,MDLZ,2016-11-22,34.9862,40.2341,32.5371,2017-01-23,36.3163,TIME STOP,3.8019,62,40,52.14
1125,META,2016-11-22,120.5242,138.6028,112.0875,2017-01-23,127.9261,TIME STOP,6.1414,62,40,46.49
11118,PLD,2016-11-22,38.0381,43.7438,35.3754,2017-01-23,40.7317,TIME STOP,7.0812,62,40,50.04
5658,WMT,2016-11-22,19.8633,22.8428,18.4729,2017-01-23,19.0155,TIME STOP,-4.2684,62,40,50.7
10,AAPL,2016-11-23,25.6129,29.4549,23.82,2017-01-24,27.6255,TIME STOP,7.8576,62,40,50.44
491,AMZN,2016-11-23,39.006,44.8569,36.2756,2017-01-24,41.122,TIME STOP,5.4248,62,40,50.99
11119,PLD,2016-11-23,38.0152,43.7175,35.3541,2017-01-24,39.9607,TIME STOP,5.1177,62,40,49.87
5659,WMT,2016-11-23,20.0644,23.0741,18.6599,2017-01-24,19.2295,TIME STOP,-4.1615,62,40,54.77
11,AAPL,2016-11-25,25.7419,29.6032,23.9399,2017-01-25,28.0653,TIME STOP,9.0259,61,40,52.45
492,AMZN,2016-11-25,39.0185,44.8713,36.2872,2017-01-25,41.826,TIME STOP,7.1953,61,40,51.07
7299,DHR,2016-11-25,67.4105,77.522,62.6917,2017-01-25,68.765,TIME STOP,2.0095,61,40,54.15
928,GOOGL,2016-11-25,38.6917,44.4955,35.9833,2017-01-25,42.5707,TIME STOP,10.0253,61,40,44.94
10605,MDLZ,2016-11-25,34.8894,40.1229,32.4472,2017-01-25,36.5025,TIME STOP,4.6234,61,40,51.46
11120,PLD,2016-11-25,38.0075,43.7087,35.347,2017-01-25,39.9298,TIME STOP,5.0577,61,40,49.81
2639,V,2016-11-25,75.1211,86.3892,69.8626,2017-01-25,78.6554,TIME STOP,4.7049,61,40,45.87
12,AAPL,2016-11-28,25.6912,29.5449,23.8928,2017-01-26,28.0791,TIME STOP,9.2946,59,40,51.56
929,GOOGL,2016-11-28,38.9674,44.8126,36.2397,2017-01-26,42.4978,TIME STOP,9.0597,59,40,47.7
10606,MDLZ,2016-11-28,34.5992,39.7891,32.1773,2017-01-26,36.1139,TIME STOP,4.3779,59,40,49.35
4166,ABBV,2016-11-29,41.871,48.1516,38.94,2017-01-27,41.2016,TIME STOP,-1.5986,59,40,53.62
930,GOOGL,2016-11-29,39.1484,45.0207,36.4081,2017-01-27,41.9052,TIME STOP,7.0417,59,40,49.49
3924,MRK,2016-11-29,44.3019,50.9472,41.2008,2017-01-27,44.326,TIME STOP,0.0544,59,40,51.7
7961,NEE,2016-11-29,23.2185,26.7013,21.5932,2017-01-27,24.0303,TIME STOP,3.4962,59,40,48.67
4167,ABBV,2016-11-30,41.3339,47.534,38.4405,2017-01-30,41.4969,TIME STOP,0.3943,61,40,50.49
4168,ABBV,2016-12-05,41.3747,47.5809,38.4785,2017-02-02,41.8128,TIME STOP,1.0588,59,40,51.34
3218,MA,2016-12-05,98.1497,112.8722,91.2792,2017-02-02,99.8633,TIME STOP,1.7459,59,40,50.4
221,MSFT,2016-12-05,54.0528,62.1607,50.2691,2017-02-02,56.7007,TIME STOP,4.8987,59,40,54.08
13,AAPL,2016-12-06,25.3182,29.1159,23.5459,2017-02-01,29.1159,TAKE PROFIT,15.0,57,38,46.31
4169,ABBV,2016-12-06,41.8914,48.1751,38.959,2017-02-03,41.6617,TIME STOP,-0.5483,59,40,54.04
6417,ACN,2016-12-06,103.144,118.6156,95.9239,2017-02-03,99.7294,TIME STOP,-3.3105,59,40,50.82
493,AMZN,2016-12-06,38.236,43.9714,35.5595,2017-02-03,40.51,TIME STOP,5.9473,59,40,48.54
14,AAPL,2016-12-07,25.5669,29.4019,23.7772,2017-02-01,29.4019,TAKE PROFIT,15.0,56,37,51.09
494,AMZN,2016-12-07,38.521,44.2991,35.8245,2017-02-06,40.382,TIME STOP,4.8311,61,40,50.72
5389,AVGO,2016-12-07,13.0074,14.9586,12.0969,2017-01-24,14.9586,TAKE PROFIT,15.0,48,31,47.72
931,GOOGL,2016-12-07,39.2491,45.1365,36.5017,2017-02-06,40.7443,TIME STOP,3.8094,61,40,52.91
3219,MA,2016-12-07,99.761,114.7252,92.7777,2017-02-06,101.2405,TIME STOP,1.483,61,40,54.97
7962,NEE,2016-12-07,23.2997,26.7946,21.6687,2017-02-06,24.5233,TIME STOP,5.2515,61,40,52.87
4614,PEP,2016-12-07,77.6005,89.2406,72.1685,2017-02-06,78.929,TIME STOP,1.7119,61,40,51.9
7713,TXN,2016-12-07,55.9029,64.2883,51.9897,2017-02-06,59.3901,TIME STOP,6.2381,61,40,53.91
2640,V,2016-12-07,74.3523,85.5052,69.1477,2017-02-06,80.4648,TIME STOP,8.2209,61,40,49.45
5660,WMT,2016-12-07,20.1424,23.1638,18.7324,2017-01-27,18.7324,STOP LOSS,-7.0,51,34,54.9
4170,ABBV,2016-12-08,41.4019,47.6122,38.5038,2017-02-07,41.5862,TIME STOP,0.445,61,40,51.23
495,AMZN,2016-12-08,38.3665,44.1215,35.6808,2017-02-07,40.625,TIME STOP,5.8866,61,40,49.5
5390,AVGO,2016-12-08,13.1741,15.1502,12.2519,2017-01-24,15.1502,TAKE PROFIT,15.0,47,30,51.04
932,GOOGL,2016-12-08,39.4326,45.3475,36.6723,2017-02-07,41.1216,TIME STOP,4.2834,61,40,54.48
3220,MA,2016-12-08,99.3535,114.2565,92.3987,2017-02-07,101.25,TIME STOP,1.9088,61,40,53.69
7963,NEE,2016-12-08,23.1393,26.6102,21.5195,2017-02-07,24.6163,TIME STOP,6.3832,61,40,50.46
7714,TXN,2016-12-08,55.8487,64.226,51.9393,2017-02-07,59.359,TIME STOP,6.2853,61,40,53.5
2641,V,2016-12-08,74.3242,85.4728,69.1215,2017-02-07,80.4179,TIME STOP,8.1988,61,40,49.33
5661,WMT,2016-12-08,20.0682,23.0785,18.6635,2017-01-27,18.6635,STOP LOSS,-7.0,50,33,52.97
4171,ABBV,2016-12-09,41.837,48.1125,38.9084,2017-02-08,41.5587,TIME STOP,-0.6652,61,40,53.48
496,AMZN,2016-12-09,38.433,44.1979,35.7427,2017-02-08,40.9855,TIME STOP,6.6414,61,40,50.06
7300,DHR,2016-12-09,66.1734,76.0994,61.5413,2017-02-08,70.4199,TIME STOP,6.4171,61,40,48.97
3221,MA,2016-12-09,98.9648,113.8096,92.0373,2017-02-08,101.364,TIME STOP,2.4242,61,40,52.44
3925,MRK,2016-12-09,43.618,50.1607,40.5648,2017-02-08,46.1708,TIME STOP,5.8526,61,40,49.36
4615,PEP,2016-12-09,78.1742,89.9003,72.702,2017-02-08,79.7744,TIME STOP,2.047,61,40,54.88
7715,TXN,2016-12-09,55.7403,64.1013,51.8384,2017-02-08,59.1797,TIME STOP,6.1705,61,40,52.62
2642,V,2016-12-09,74.193,85.3219,68.9994,2017-02-08,79.771,TIME STOP,7.5183,61,40,48.75
3926,MRK,2016-12-12,43.9671,50.5622,40.8894,2017-02-09,46.2211,TIME STOP,5.1265,59,40,52.47
7964,NEE,2016-12-12,23.2541,26.7423,21.6263,2017-02-09,24.6797,TIME STOP,6.1302,59,40,52.25
7716,TXN,2016-12-12,55.539,63.8698,51.6512,2017-02-09,58.6732,TIME STOP,5.6434,59,40,50.96
2643,V,2016-12-12,73.593,84.6319,68.4415,2017-02-09,80.2304,TIME STOP,9.0191,59,40,46.08
497,AMZN,2016-12-13,38.717,44.5245,36.0068,2017-02-10,41.373,TIME STOP,6.86,59,40,52.55
11358,CI,2016-12-13,122.3209,140.669,113.7584,2017-02-10,132.3014,TIME STOP,8.1593,59,40,51.41
10607,MDLZ,2016-12-13,34.7282,39.9374,32.2972,2017-02-10,36.4216,TIME STOP,4.8761,59,40,54.64
2644,V,2016-12-13,74.2492,85.3866,69.0518,2017-02-10,80.5304,TIME STOP,8.4596,59,40,49.35
6208,CSCO,2016-12-14,23.0316,26.4863,21.4194,2017-02-13,24.3809,TIME STOP,5.8585,61,40,54.41
7301,DHR,2016-12-14,66.6903,76.6938,62.022,2017-02-13,71.4467,TIME STOP,7.1321,61,40,52.41
1891,JNJ,2016-12-14,89.1634,102.5379,82.9219,2017-02-13,89.8535,TIME STOP,0.774,61,40,54.94
10608,MDLZ,2016-12-14,34.5267,39.7057,32.1098,2017-02-13,36.4539,TIME STOP,5.582,61,40,52.98
7717,TXN,2016-12-14,56.1351,64.5554,52.2057,2017-02-13,58.8447,TIME STOP,4.8268,61,40,54.38
2645,V,2016-12-14,74.1836,85.3111,68.9907,2017-02-13,81.0367,TIME STOP,9.238,61,40,49.03
4172,ABBV,2016-12-15,42.1633,48.4878,39.2119,2017-02-14,41.7647,TIME STOP,-0.9454,61,40,54.95
11359,CI,2016-12-15,121.7936,140.0627,113.2681,2017-02-14,133.3286,TIME STOP,9.4709,61,40,50.19
3222,MA,2016-12-15,98.908,113.7441,91.9844,2017-02-14,103.4155,TIME STOP,4.5574,61,40,52.64
2646,V,2016-12-15,74.5305,85.71,69.3133,2017-02-14,81.421,TIME STOP,9.2453,61,40,50.84
7302,DHR,2016-12-16,67.1224,77.1908,62.4238,2017-02-15,71.8031,TIME STOP,6.9734,61,40,54.49
498,AMZN,2016-12-19,38.3,44.045,35.619,2017-02-16,42.207,TIME STOP,10.201,59,40,49.5
499,AMZN,2016-12-20,38.561,44.3452,35.8617,2017-02-17,42.2535,TIME STOP,9.5757,59,40,51.83
9530,CAT,2016-12-20,76.713,88.2199,71.343,2017-02-17,81.0472,TIME STOP,5.65,59,40,53.52
3223,MA,2016-12-20,99.088,113.9512,92.1519,2017-02-17,103.9285,TIME STOP,4.885,59,40,53.39
500,AMZN,2016-12-21,38.53,44.3095,35.8329,2017-02-21,42.822,TIME STOP,11.1394,62,40,51.53
9531,CAT,2016-12-21,76.2901,87.7336,70.9498,2017-02-21,80.4323,TIME STOP,5.4296,62,40,51.65
3224,MA,2016-12-21,98.7374,113.548,91.8257,2017-02-21,104.6313,TIME STOP,5.9693,62,40,51.91
9532,CAT,2016-12-22,76.5341,88.0142,71.1767,2017-02-22,80.5143,TIME STOP,5.2006,62,40,52.68
3225,MA,2016-12-22,98.87,113.7005,91.9491,2017-02-22,103.9475,TIME STOP,5.1355,62,40,52.45
9533,CAT,2016-12-23,76.6967,88.2012,71.3279,2017-02-23,78.3416,TIME STOP,2.1446,62,40,53.39
7303,DHR,2016-12-23,66.8936,76.9277,62.2111,2017-02-23,72.2444,TIME STOP,7.999,62,40,52.92
3226,MA,2016-12-23,99.2492,114.1366,92.3018,2017-02-23,105.1822,TIME STOP,5.9779,62,40,54.03
501,AMZN,2016-12-27,38.57,44.3555,35.8701,2017-02-24,42.262,TIME STOP,9.5722,59,40,52.1
9534,CAT,2016-12-27,76.8837,88.4163,71.5019,2017-02-24,78.2842,TIME STOP,1.8215,59,40,54.24
3227,MA,2016-12-27,99.3345,114.2347,92.3811,2017-02-24,105.4292,TIME STOP,6.1355,59,40,54.39
8438,UPS,2016-12-27,81.8389,94.1147,76.1101,2017-02-01,76.1101,STOP LOSS,-7.0,36,24,51.16
502,AMZN,2016-12-28,38.6065,44.3975,35.904,2017-02-27,42.432,TIME STOP,9.909,61,40,52.46
9535,CAT,2017-01-03,76.4283,87.8926,71.0783,2017-03-02,77.3659,TIME STOP,1.2267,58,40,52.16
11360,CI,2017-01-03,123.3662,141.8711,114.7305,2017-03-02,137.7825,TIME STOP,11.6858,58,40,50.66
6209,CSCO,2017-01-03,23.0921,26.5559,21.4756,2017-03-02,26.2265,TIME STOP,13.5733,58,40,53.32
