date,spy_equity
2023-02-02,235153.51722867019
2023-02-03,232654.03406273242
2023-02-06,231232.20604535102
2023-02-07,234256.39028721963
2023-02-08,231694.85111137736
2023-02-09,229686.2300857235
2023-02-10,230222.2646905255
2023-02-13,232924.81739278187
2023-02-14,232817.64280201474
2023-02-15,233573.73825583275
2023-02-16,230357.6743167687
2023-02-17,229782.17891493044
2023-02-21,225172.53995517956
2023-02-22,224862.2239832199
2023-02-23,226058.333367759
2023-02-24,223643.53734703103
2023-02-27,224405.25466223838
2023-02-28,223575.8055920817
2023-03-01,222718.21129254138
2023-03-02,224450.31935944545
2023-03-03,228050.03492558934
2023-03-06,228208.03976470084
2023-03-07,224709.89488915322
2023-03-08,225076.6270484096
2023-03-09,220924.01129329574
2023-03-10,217736.1823897078
2023-03-13,217425.83049531112
2023-03-14,221019.9242000657
2023-03-15,219637.610863376
2023-03-16,223491.17233052736
2023-03-17,220877.94076785285
2023-03-20,223001.8548550341
2023-03-21,225930.0004616033
2023-03-22,222078.684146764
2023-03-23,222678.9839913456
2023-03-24,224140.25484454478
2023-03-27,224559.3259944992
2023-03-28,224055.2623586205
2023-03-29,227311.91865148608
2023-03-30,228642.91678693198
2023-03-31,231865.50064831018
2023-04-03,232749.03094735908
2023-04-04,231457.72710478987
2023-04-05,230851.73355394497
2023-04-06,231752.23720447285
2023-04-10,231990.11558223717
2023-04-11,232052.42304920062
2023-04-12,231106.58528318827
2023-04-13,234176.28325272637
2023-04-14,233604.25436605787
2023-04-17,234442.48647205924
2023-04-18,234595.3903251178
2023-04-19,234555.7858383336
2023-04-20,233275.7796021985
2023-04-21,233457.02625804418
2023-04-24,233700.5444584163
2023-04-25,229990.79846776437
2023-04-26,229016.65382140194
2023-04-27,233575.92952448933
2023-04-28,235569.5349714803
2023-05-01,235331.65659371598
2023-05-02,232686.7055191771
2023-05-03,231089.55804805382
2023-05-04,229452.7701677093
2023-05-05,233700.5444584163
2023-05-08,233762.81600294274
2023-05-09,232737.66149605098
2023-05-10,233825.10550868773
2023-05-11,233417.34992638594
2023-05-12,233111.50629783186
2023-05-15,233915.75577843832
2023-05-16,232352.5909327099
2023-05-17,235173.11291804962
2023-05-18,237438.56140698126
2023-05-19,237093.07736920597
2023-05-22,237189.38542278286
2023-05-23,234527.460996765
2023-05-24,232828.293804583
2023-05-25,234844.58427053477
2023-05-26,237885.99332094126
2023-05-30,237976.60766825484
2023-05-31,236656.97898411707
2023-06-01,238905.45412156978
2023-06-02,242360.29449932298
2023-06-05,241895.88923388397
2023-06-06,242422.61992750494
2023-06-07,241584.36986028508
2023-06-08,243045.62275226574
2023-06-09,243481.73909857316
2023-06-12,245690.51994314918
2023-06-13,247310.40631688872
2023-06-14,247604.8804941347
2023-06-15,250674.5784636728
2023-06-16,249820.72009757973
2023-06-20,248524.6385708905
2023-06-21,247251.26002438055
2023-06-22,248143.77093267755
2023-06-23,246267.75758318155
2023-06-26,245261.58808424027
2023-06-27,247950.49026043946
